input_study,input_dataset,input_version,input_variable,output_study,output_dataset,output_version,output_variable
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_2,hghhage01
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_2,hghhage02
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_2,hghhage03
scp,p_2021_1,2021_1,interviewdatum,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth01,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth02,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth03,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth04,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth05,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth06,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth07,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth08,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth09,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth10,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth11,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbmnth12,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear01,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear02,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear03,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear04,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear05,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear06,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear07,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear08,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear09,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear10,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear11,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpbyear12,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname01,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname02,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname03,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname04,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname05,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname06,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname07,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname08,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname09,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname10,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname11,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,hpname12,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,phhsize,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,phhage01,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,phhage02,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,phhage03,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,pbirthmnth,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,pbirthyear,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,pgmode,scp,hgen,2021_2,hghhsize_flag
scp,p_2021_1,2021_1,pcohab,scp,hgen,2021_2,hghhsize_flag
scp,p_2022,2022,interviewdatum,scp,hgen,2022,hghmonth
scp,p_2022,2022,interviewdatum,scp,hgen,2022,iyear
scp,p_2022,2022,pgmode,scp,hgen,2022,hghmode
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgsize
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi1size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi2size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi3size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi4size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi5size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi6size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi7size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi8size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi9size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi10size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi11size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi12size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi13size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi14size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgi15size
scp,h_2022,2022,hflatsize,scp,hgen,2022,hgfsize
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hghinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi1hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi2hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi3hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi4hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi5hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi6hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi7hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi8hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi9hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi10hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi11hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi12hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi13hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi14hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgi15hinc
scp,h_2022,2022,hhhincnet,scp,hgen,2022,hgfhinc
scp,p_2022,2022,interviewdatum,scp,hgen,2022,hghhsize
scp,h_2022,2022,hpbmnthX,scp,hgen,2022,hghhsize
scp,h_2022,2022,hpbyearX,scp,hgen,2022,hghhsize
scp,h_2022,2022,hpnameX,scp,hgen,2022,hghhsize
scp,p_2022,2022,phhsize,scp,hgen,2022,hghhsize
scp,p_2022,2022,phhage01,scp,hgen,2022,hghhsize
scp,p_2022,2022,phhage02,scp,hgen,2022,hghhsize
scp,p_2022,2022,phhage03,scp,hgen,2022,hghhsize
scp,p_2022,2022,pbirthmnth,scp,hgen,2022,hghhsize
scp,p_2022,2022,pbirthyear,scp,hgen,2022,hghhsize
scp,p_2022,2022,pgmode,scp,hgen,2022,hghhsize
scp,p_2022,2022,pcohab,scp,hgen,2022,hghhsize
scp,p_2022,2022,interviewdatum,scp,hgen,2022,hghhage01
scp,h_2022,2022,hpbmnthX,scp,hgen,2022,hghhage01
scp,h_2022,2022,hpbyearX,scp,hgen,2022,hghhage01
scp,h_2022,2022,hpnameX,scp,hgen,2022,hghhage01
scp,p_2022,2022,phhsize,scp,hgen,2022,hghhage01
scp,p_2022,2022,phhage01,scp,hgen,2022,hghhage01
scp,p_2022,2022,phhage02,scp,hgen,2022,hghhage01
scp,p_2022,2022,phhage03,scp,hgen,2022,hghhage01
scp,p_2022,2022,pbirthmnth,scp,hgen,2022,hghhage01
scp,p_2022,2022,pbirthyear,scp,hgen,2022,hghhage01
scp,p_2022,2022,pgmode,scp,hgen,2022,hghhage01
scp,p_2022,2022,pcohab,scp,hgen,2022,hghhage01
scp,p_2022,2022,interviewdatum,scp,hgen,2022,hghhage02
scp,h_2022,2022,hpbmnthX,scp,hgen,2022,hghhage02
scp,h_2022,2022,hpbyearX,scp,hgen,2022,hghhage02
scp,h_2022,2022,hpnameX,scp,hgen,2022,hghhage02
scp,p_2022,2022,phhsize,scp,hgen,2022,hghhage02
scp,p_2022,2022,phhage01,scp,hgen,2022,hghhage02
scp,p_2022,2022,phhage02,scp,hgen,2022,hghhage02
scp,p_2022,2022,phhage03,scp,hgen,2022,hghhage02
scp,p_2022,2022,pbirthmnth,scp,hgen,2022,hghhage02
scp,p_2022,2022,pbirthyear,scp,hgen,2022,hghhage02
scp,p_2022,2022,pgmode,scp,hgen,2022,hghhage02
scp,p_2022,2022,pcohab,scp,hgen,2022,hghhage02
scp,p_2022,2022,interviewdatum,scp,hgen,2022,hghhage03
scp,h_2022,2022,hpbmnthX,scp,hgen,2022,hghhage03
scp,h_2022,2022,hpbyearX,scp,hgen,2022,hghhage03
scp,h_2022,2022,hpnameX,scp,hgen,2022,hghhage03
scp,p_2022,2022,phhsize,scp,hgen,2022,hghhage03
scp,p_2022,2022,phhage01,scp,hgen,2022,hghhage03
scp,p_2022,2022,phhage02,scp,hgen,2022,hghhage03
scp,p_2022,2022,phhage03,scp,hgen,2022,hghhage03
scp,p_2022,2022,pbirthmnth,scp,hgen,2022,hghhage03
scp,p_2022,2022,pbirthyear,scp,hgen,2022,hghhage03
scp,p_2022,2022,pgmode,scp,hgen,2022,hghhage03
scp,p_2022,2022,pcohab,scp,hgen,2022,hghhage03
scp,p_2022,2022,interviewdatum,scp,hgen,2022,hghhsize_flag
scp,h_2022,2022,hpbmnthX,scp,hgen,2022,hghhsize_flag
scp,h_2022,2022,hpbyearX,scp,hgen,2022,hghhsize_flag
scp,h_2022,2022,hpnameX,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,phhsize,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,phhage01,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,phhage02,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,phhage03,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,pbirthmnth,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,pbirthyear,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,pgmode,scp,hgen,2022,hghhsize_flag
scp,p_2022,2022,pcohab,scp,hgen,2022,hghhsize_flag
scp,h_2022,2022,htenancy,scp,hgen,2022,hgowner_scp
scp,h_2022,2022,hdorm01,scp,hgen,2022,hgowner_scp
nps,networks,2023,neuperson,nps,networks,2023,neuperson
nps,networks,2023,pre_sozio_akt,nps,networks,2023,pre_sozio_akt
nps,networks,2023,neu4601,nps,networks,2023,neu4601
nps,networks,2023,neu4602,nps,networks,2023,neu4602
nps,networks,2023,neu4603,nps,networks,2023,neu4603
nps,networks,2023,neu4604,nps,networks,2023,neu4604
nps,networks,2023,neu4606,nps,networks,2023,neu4606
nps,networks,2023,neu4605,nps,networks,2023,neu4605
nps,networks,2023,neumessenger01,nps,networks,2023,neumessenger01
nps,networks,2023,neumessenger02,nps,networks,2023,neumessenger02
nps,networks,2023,neumessenger03,nps,networks,2023,neumessenger03
nps,networks,2023,neumessenger04,nps,networks,2023,neumessenger04
nps,networks,2023,neumessenger05,nps,networks,2023,neumessenger05
nps,networks,2023,neumessenger06,nps,networks,2023,neumessenger06
nps,networks,2023,neu47,nps,networks,2023,neu47
nps,networks,2023,neu48,nps,networks,2023,neu48
nps,networks,2023,pcohes01,nps,networks,2023,pcohes01
nps,networks,2023,pcohes02,nps,networks,2023,pcohes02
nps,networks,2023,pcohes03,nps,networks,2023,pcohes03
nps,networks,2023,pcohes04,nps,networks,2023,pcohes04
nps,networks,2023,pcohes05,nps,networks,2023,pcohes05
nps,networks,2023,pcohes06,nps,networks,2023,pcohes06
nps,networks,2023,pcohes07,nps,networks,2023,pcohes07
nps,networks,2023,pcohes08,nps,networks,2023,pcohes08
nps,networks,2023,pcohes09,nps,networks,2023,pcohes09
nps,networks,2023,pcohes10,nps,networks,2023,pcohes10
nps,networks,2023,pcohes11,nps,networks,2023,pcohes11
nps,networks,2023,pcohes12,nps,networks,2023,pcohes12
nps,networks,2023,psoccoh01,nps,networks,2023,psoccoh01
nps,networks,2023,psoccoh02,nps,networks,2023,psoccoh02
nps,networks,2023,psoccoh03,nps,networks,2023,psoccoh03
nps,networks,2023,psoccoh04,nps,networks,2023,psoccoh04
nps,networks,2023,pinsttrust01,nps,networks,2023,pinsttrust01
nps,networks,2023,pinsttrust02,nps,networks,2023,pinsttrust02
nps,networks,2023,pinsttrust03,nps,networks,2023,pinsttrust03
nps,networks,2023,pinsttrust04,nps,networks,2023,pinsttrust04
nps,networks,2023,pinsttrust05,nps,networks,2023,pinsttrust05
nps,networks,2023,pinsttrust06,nps,networks,2023,pinsttrust06
nps,networks,2023,pinsttrust07,nps,networks,2023,pinsttrust07
nps,networks,2023,pinsttrust08,nps,networks,2023,pinsttrust08
nps,networks,2023,pinsttrust09,nps,networks,2023,pinsttrust09
nps,networks,2023,pinsttrust10,nps,networks,2023,pinsttrust10
nps,networks,2023,pinsttrust11,nps,networks,2023,pinsttrust11
nps,networks,2023,ppolinterst,nps,networks,2023,ppolinterst
nps,networks,2023,ppolatt,nps,networks,2023,ppolatt
nps,networks,2023,psundvote,nps,networks,2023,psundvote
nps,networks,2023,neu0701,nps,networks,2023,neu0701
nps,networks,2023,neu0702,nps,networks,2023,neu0702
nps,networks,2023,neu0703,nps,networks,2023,neu0703
nps,networks,2023,neu0704,nps,networks,2023,neu0704
nps,networks,2023,neu0801,nps,networks,2023,neu0801
nps,networks,2023,neu0802,nps,networks,2023,neu0802
nps,networks,2023,neu0803,nps,networks,2023,neu0803
nps,networks,2023,neu0804,nps,networks,2023,neu0804
nps,networks,2023,textdifference,nps,networks,2023,textdifference
nps,networks,2023,frame,nps,networks,2023,frame
nps,networks,2023,neu10,nps,networks,2023,neu10
nps,networks,2023,neu11,nps,networks,2023,neu11
nps,networks,2023,neu1201,nps,networks,2023,neu1201
nps,networks,2023,neu1202,nps,networks,2023,neu1202
nps,networks,2023,neu1203,nps,networks,2023,neu1203
nps,networks,2023,neu1204,nps,networks,2023,neu1204
nps,networks,2023,neu1205,nps,networks,2023,neu1205
nps,networks,2023,neu1301,nps,networks,2023,neu1301
nps,networks,2023,neu1302,nps,networks,2023,neu1302
nps,networks,2023,neu14,nps,networks,2023,neu14
nps,networks,2023,neu15,nps,networks,2023,neu15
nps,networks,2023,neu16,nps,networks,2023,neu16
nps,networks,2023,neu18,nps,networks,2023,neu18
nps,networks,2023,neu19,nps,networks,2023,neu19
nps,networks,2023,neu2101,nps,networks,2023,neu2101
nps,networks,2023,neu2102,nps,networks,2023,neu2102
nps,networks,2023,neu2103,nps,networks,2023,neu2103
nps,networks,2023,neu2104,nps,networks,2023,neu2104
nps,networks,2023,neu2107,nps,networks,2023,neu2107
nps,networks,2023,neu2105,nps,networks,2023,neu2105
nps,networks,2023,neu2106,nps,networks,2023,neu2106
nps,networks,2023,neu2201,nps,networks,2023,neu2201
nps,networks,2023,neu2202,nps,networks,2023,neu2202
nps,networks,2023,neu23,nps,networks,2023,neu23
nps,networks,2023,neu24,nps,networks,2023,neu24
nps,networks,2023,neu25,nps,networks,2023,neu25
nps,networks,2023,neu27,nps,networks,2023,neu27
nps,networks,2023,neu28,nps,networks,2023,neu28
nps,networks,2023,neu2901,nps,networks,2023,neu2901
nps,networks,2023,neu2902,nps,networks,2023,neu2902
nps,networks,2023,neu2903,nps,networks,2023,neu2903
nps,networks,2023,neu2904,nps,networks,2023,neu2904
nps,networks,2023,neu2907,nps,networks,2023,neu2907
nps,networks,2023,neu2905,nps,networks,2023,neu2905
nps,networks,2023,neu2906,nps,networks,2023,neu2906
nps,networks,2023,neu3001,nps,networks,2023,neu3001
nps,networks,2023,neu3002,nps,networks,2023,neu3002
nps,networks,2023,neu31,nps,networks,2023,neu31
nps,networks,2023,neu32,nps,networks,2023,neu32
nps,networks,2023,neu33,nps,networks,2023,neu33
nps,networks,2023,neu35,nps,networks,2023,neu35
nps,networks,2023,neu36,nps,networks,2023,neu36
nps,networks,2023,neu37,nps,networks,2023,neu37
nps,networks,2023,neu38,nps,networks,2023,neu38
nps,networks,2023,neu39,nps,networks,2023,neu39
nps,networks,2023,neu40,nps,networks,2023,neu40
nps,networks,2023,neu41,nps,networks,2023,neu41
nps,networks,2023,neusoz1,nps,networks,2023,neusoz1
nps,networks,2023,pbirthmnth,nps,networks,2023,pbirthmnth
nps,networks,2023,pbirthyear,nps,networks,2023,pbirthyear
nps,networks,2023,neusoz3,nps,networks,2023,neusoz3
nps,networks,2023,neusoz4,nps,networks,2023,neusoz4
nps,networks,2023,pmigback01,nps,networks,2023,pmigback01
nps,networks,2023,pmigback02,nps,networks,2023,pmigback02
nps,networks,2023,neusoz7,nps,networks,2023,neusoz7
nps,networks,2023,neusoz8,nps,networks,2023,neusoz8
nps,networks,2023,neusoz9,nps,networks,2023,neusoz9
nps,networks,2023,neusoz10,nps,networks,2023,neusoz10
nps,networks,2023,neusoz11,nps,networks,2023,neusoz11
